8.263345166462996043e+06,1.403752683614207727e-02,4.083644135142929232e-01,2.986109656115964461e-01,3.190936464577454612e-01,-7.477745293902946287e+03,1.000000000000000000e+00
7.825488394683438353e+06,2.802037909295770901e-01,1.304234489442718248e-01,1.579650903368341686e+00,1.043771650925672478e+00,6.891345196088326702e+03,1.000000000000000000e+00
7.784085378408988938e+06,1.331459657978265321e-01,6.286911784119354751e-02,3.628379255297626282e-01,2.376898398452911565e-01,6.836726608566194045e+03,1.000000000000000000e+00
7.500517826867561787e+06,1.099336784200833778e-01,1.234345309826532455e+00,1.245124017280206719e+00,1.135204019816312471e+00,6.466565764093327743e+03,0.000000000000000000e+00
6.738943622576926835e+06,1.365886272753766006e-01,6.176789855316574540e-01,2.792735900966266449e+00,2.948807553074264121e+00,-5.507120279833274253e+03,0.000000000000000000e+00
7.893555152016000822e+06,9.073843632578994234e-02,3.176540075161380372e-01,2.169760606454170571e+00,6.652239880282827533e-01,6.981452681296166702e+03,0.000000000000000000e+00
7.703935347702931613e+06,5.039625031806203165e-02,8.386233123491477759e-01,1.736335138233177755e+00,1.989209116986270898e+00,-6.731405782321606239e+03,0.000000000000000000e+00
8.298303507394446991e+06,9.299423647964710771e-02,8.204176129782901894e-01,2.062989446099370294e+00,1.250162345427371813e+00,-7.525247699676760021e+03,0.000000000000000000e+00
6.709087802663146518e+06,5.730009463642601192e-02,1.282164531872269420e+00,1.518917933619516658e+00,7.670739370109198596e-01,-5.470563211596563633e+03,1.000000000000000000e+00
6.700973827464914881e+06,1.051816420592488477e-03,5.514619314369091363e-01,2.085196323478685443e+00,3.787013693838391371e-01,5.460642058655656911e+03,0.000000000000000000e+00
6.780552240109191276e+06,1.120952130706087679e-02,1.309373301771722176e+00,1.677046980625562123e+00,2.950628435406863037e+00,-5.558203286594268320e+03,1.000000000000000000e+00
7.017895356018909253e+06,1.543481171699840060e-01,9.393094993614288235e-01,3.113611999405950126e+00,2.235642605009508177e+00,5.852577313039964793e+03,1.000000000000000000e+00
6.638237778526721522e+06,2.032728023677432549e-01,1.008980102312041494e+00,1.082530218166549263e+00,2.946981353882963894e+00,5.384136157867522343e+03,1.000000000000000000e+00
6.735988196132201701e+06,7.152708124533176115e-02,3.109241667066914849e-01,1.301170566869667145e+00,2.884218205859589101e+00,-5.503497878785426110e+03,0.000000000000000000e+00
8.028324284003456123e+06,4.173760107866009150e-02,5.244541964822383440e-01,1.950939808932536268e+00,2.957258378755469153e+00,-7.161008460805407594e+03,0.000000000000000000e+00
7.545651594850051217e+06,2.631215455075257559e-01,8.804655376914092280e-01,1.796804653200210211e+00,1.906438355443382943e-02,-6.525021548353435719e+03,0.000000000000000000e+00
7.223122328860130161e+06,2.038693002131009291e-01,9.718519515178385415e-01,2.466336758550863539e+00,2.257811197735286601e+00,-6.111168835081730322e+03,0.000000000000000000e+00
8.347644244451919571e+06,2.631756440541582753e-01,1.442227804735335406e+00,2.431856400382075289e+00,2.303252503989577704e+00,-7.592463724686862406e+03,0.000000000000000000e+00
7.871705468830848113e+06,1.219439501930937447e-01,1.148496131651122631e+00,2.196838535359458167e+00,4.608288270072283255e-01,6.952485330732787588e+03,0.000000000000000000e+00
6.964980087880713865e+06,1.993081968839799378e-01,9.761271978456743659e-01,9.022871198345945309e-01,2.106163918109663857e+00,5.786509173855542031e+03,0.000000000000000000e+00
7.926874583210169338e+06,1.883781966185962276e-01,1.416314596633364786e+00,2.984730008962594106e+00,5.149011069048076150e-01,7.025703338497184632e+03,0.000000000000000000e+00
6.590203705280059017e+06,7.485335640423612658e-02,1.046420705096381187e+00,2.234010719243127774e+00,1.849651685367782461e+00,-5.325802849762824735e+03,0.000000000000000000e+00
7.716217776329226792e+06,8.549044545594650102e-02,3.995011355893838267e-01,2.033463071993799609e+00,1.810367458914333039e+00,-6.747510075536610202e+03,1.000000000000000000e+00
7.777840976066493429e+06,3.235431170726636024e-02,5.722651537826415336e-01,2.602001010176171913e+00,2.086696819809771841e-01,6.828501613589405679e+03,0.000000000000000000e+00
8.004010595538577065e+06,1.655879800805848401e-01,9.010438898659504092e-01,3.587609365989424814e-02,2.508396123431844593e+00,-7.128502554260255238e+03,0.000000000000000000e+00
6.613904807473557070e+06,1.819137600276614086e-01,6.043203032299071520e-01,1.028931335067774677e+00,1.370247371175358220e+00,5.354559355666259762e+03,0.000000000000000000e+00
6.729857761617417447e+06,2.243545470329404157e-01,2.671886806162764860e-01,2.060944783488540821e+00,2.477236001717750269e-01,5.495986474053435813e+03,0.000000000000000000e+00
6.649774420248460956e+06,8.176806228775045787e-03,1.990053547655717125e-01,2.704498220726124114e+00,1.504627997004683193e+00,5.398177948375359847e+03,0.000000000000000000e+00
